Origine: nom UO;Bassin de collecte;Acteur: nom UO;Type de transaction;Sous type de transaction;Contenant;Prix de base;Indice;Date prix de base;Date de début;Date de fin
;Corte;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 20m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Calvi - L'Île-Rousse;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne UO;Benne 30m3 UO;2.4 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Calvi - L'Île-Rousse;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 30m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Calvi - L'Île-Rousse;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 20m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Bastia;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne UO;Benne 30m3 UO;2.4 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Bastia;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 30m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Bastia;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 20m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Ajaccio;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne UO;Benne 30m3 UO;2.4 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Ajaccio;TRSP - AM ENVIRONNEMENT;Commercial;Location de benne détenteur;Benne 30m3;2.4 €;Pas de variation;01/01/2018;01/01/2018;
;Wissembourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Wissembourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Wissembourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Strasbourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Strasbourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Strasbourg;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Sélestat;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;bi-benne 30m3 (benne duo, camion remorque);3 €;Pas de variation;01/01/2018;01/01/2018;
;Sélestat;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Sélestat;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Sélestat;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Saverne;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Saverne;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Saverne;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Molsheim - Obernai;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Molsheim - Obernai;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Haguenau;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Haguenau;TRSP - SUEZ RV NORD EST - STRASBOURG;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Tergnier;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Tergnier;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Tergnier;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Soissons;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Soissons;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
;Soissons;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne détenteur;Benne 30m3;3 €;Pas de variation;01/01/2018;01/01/2018;
;Reims;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne UO;Benne 30m3 UO;3 €;Pas de variation;01/01/2018;01/01/2018;31/03/2021
;Reims;TRSP - SUEZ RV NORD EST - SAINT BRICE COURCELLES;Commercial;Location de benne détenteur;Benne 30m3 fermée;3 €;Pas de variation;01/01/2018;01/01/2018;
